Gene ID,AO1,AO2,B1,B2
NVE20182,321,259,408,369
NVE20183,325,269,367,277
NVE20185,447,458,576,441
NVE20186,223,191,200,169
NVE20187,79,38,70,61
NVE20188,135,131,143,114
NVE20189,63,51,102,96
NVE20190,212,226,339,283
NVE20191,1051,1193,831,878
NVE20192,1,4,3,1
NVE20193,74,86,93,84
NVE20194,213,219,413,416
NVE20195,1,1,5,0
NVE20196,21,17,11,15
NVE20197,93,66,83,78
NVE20198,16,11,21,12
NVE20199,42,47,30,40
NVE20200,5,10,6,18
NVE20201,358,348,475,365
NVE20202,116,105,114,103
NVE20203,4,4,3,2
NVE20204,2,0,2,1
NVE20356,142,142,163,175
NVE20293,27,41,35,33
NVE20302,107,116,102,77
NVE20315,164,142,169,155
NVE20323,1896,1886,1399,1280
NVE20340,134,136,289,201
NVE20275,323,272,278,267
NVE20276,20,18,17,14
NVE20277,3,3,1,2
NVE20278,2,2,2,0
NVE20279,11,12,4,7
NVE20280,10,11,7,5
NVE20281,42,37,41,30
NVE20282,3,9,5,7
NVE20283,1,0,3,0
NVE20284,1,0,0,2
NVE20285,11,5,8,7
NVE20286,285,264,269,224
NVE20287,3,2,1,2
NVE20288,7,11,7,7
NVE20289,16,3,9,7
NVE20290,14,16,14,13
NVE20291,297,292,371,321
NVE20292,129,108,135,104
NVE20294,74,47,96,88
NVE20295,204,219,180,182
NVE20296,195,164,206,171
NVE20297,31,23,33,27
NVE20298,0,0,2,2
NVE20299,7,7,8,4
NVE20300,215,189,252,187
NVE20301,174,194,225,201
NVE20303,78,63,150,136
NVE20304,738,732,1221,1010
NVE20305,616,587,1021,951
NVE20306,1015,1049,980,767
NVE20307,152,136,189,175
NVE20308,1287,1118,1324,1126
NVE20309,259,266,394,324
NVE20310,181,181,226,133
NVE20311,979,816,828,709
NVE20312,104,83,83,87
NVE20313,154,121,103,68
NVE20314,3,11,66,55
NVE20316,34,38,19,26
NVE20317,305,337,343,299
NVE20318,96,62,73,53
NVE20319,30,22,32,37
NVE20320,93,75,91,84
NVE20321,490,458,844,713
NVE20322,30,47,41,23
NVE20324,325,242,184,196
NVE20325,245,241,124,140
NVE20326,8,4,2,0
NVE20327,7,10,7,6
NVE20328,48,47,95,74
NVE20329,651,599,759,713
NVE20330,54,44,55,64
NVE20331,87,61,93,84
NVE20332,14,3,4,9
NVE20333,0,0,25,14
NVE20334,29,42,40,38
NVE20335,109,108,77,71
NVE20336,725,719,719,492
NVE20337,1788,1765,1376,1166
NVE20338,94,113,94,108
NVE20339,91,92,140,95
NVE20341,7,4,8,10
NVE20342,8,15,15,9
NVE20343,40,35,52,37
NVE20344,101,80,34,36
NVE20345,118,105,126,118
NVE20346,147,121,132,139
NVE20347,1116,1121,1117,977
NVE20348,3,6,7,8
NVE20349,28,19,21,16
NVE20350,295,262,248,222
NVE20351,361,287,353,295
NVE20352,233,186,225,189
NVE20353,11,15,13,17
NVE20354,22,16,25,17
NVE20355,0,3,0,5
NVE20357,110,109,102,85
NVE20358,6,4,9,5
NVE20359,2,2,2,3
NVE20530,1,1,0,0
NVE20438,45,33,25,30
NVE20452,661,601,839,666
NVE20483,33,38,46,29
NVE20492,226,211,357,331
NVE20502,26,23,41,28
NVE20515,38,35,30,26
NVE20426,12,10,14,26
NVE20427,0,1,0,1
NVE20428,21,21,43,36
NVE20429,14,7,9,9
NVE20430,10,4,6,2
NVE20431,88,87,91,100
NVE20432,25,42,43,17
NVE20433,94,151,184,132
NVE20434,89,81,94,74
NVE20435,162,130,163,142
NVE20436,34,42,42,42
NVE20437,516,416,730,695
NVE20439,77,65,224,177
NVE20440,95,91,117,101
NVE20441,131,114,112,106
NVE20442,94,116,116,67
NVE20443,3,8,15,11
NVE20444,183,133,338,300
NVE20445,1435,1270,1230,991
NVE20446,6,7,11,7
NVE20447,255,242,306,250
NVE20448,19,22,19,18
NVE20449,140,161,196,154
NVE20450,393,299,378,326
NVE20451,29,21,29,33
NVE20453,167,155,189,132
NVE20454,72,71,81,56
NVE20455,9,13,38,25
NVE20456,12,15,139,84
NVE20457,15,13,140,100
NVE20458,46,38,26,29
NVE20459,225,191,206,170
NVE20461,287,246,278,257
NVE20462,26,17,28,19
NVE20463,25,19,46,46
NVE20464,101,124,63,76
NVE20465,13,13,16,14
NVE20466,239,209,262,229
NVE20467,56,64,74,44
NVE20468,32,23,46,58
NVE20469,13,13,7,6
NVE20470,1613,1547,2097,1717
NVE20471,215,211,223,209
NVE20472,11,14,12,10
NVE20473,0,2,26,28
NVE20474,426,387,409,355
NVE20475,4,4,8,4
NVE20476,1385,1267,1303,1102
NVE20477,57,52,72,55
NVE20478,109,109,157,109
NVE20479,71,47,80,76
NVE20480,253,239,276,225
NVE20481,138,109,231,198
NVE20482,94,74,101,76
NVE20484,155,127,164,134
NVE20485,180,159,149,134
NVE20486,46,35,57,35
NVE20487,830,730,1104,912
NVE20488,21,11,25,27
NVE20489,17,26,35,26
NVE20490,25,33,49,33
NVE20491,196,128,237,196
NVE20493,78,86,75,89
NVE20494,226,203,267,183
NVE20495,93,98,84,63
NVE20496,4,6,4,6
NVE20497,24,13,28,11
NVE20498,182,165,185,155
NVE20499,9,4,18,9
NVE20500,58,45,229,206
NVE20501,619,585,844,762
NVE20503,65,42,63,43
NVE20504,52,52,102,86
NVE20505,377,365,189,212
NVE20506,1443,1287,1753,1542
NVE20507,393,309,834,672
NVE20508,513,517,534,400
NVE20509,84,108,109,116
NVE20510,89,68,89,56
NVE20511,5,6,5,13
NVE20512,144,149,137,111
NVE20513,239,188,154,160
NVE20514,20,22,69,56
NVE20516,7,11,35,14
NVE20517,22,22,10,4
NVE20518,7,6,67,40
NVE20519,107,102,105,101
NVE20520,62,60,68,65
NVE20521,102,92,93,97
NVE20522,145,129,316,264
NVE20523,15,19,11,15
NVE20524,26,27,14,21
NVE20525,44,40,36,30
NVE20526,44,57,86,81
NVE20527,70,56,60,45
NVE20528,14,9,7,11
NVE20529,29,11,10,26
NVE20531,2,0,1,0
NVE20532,1,1,7,3
NVE20685,0,1,0,1
NVE20598,481,422,517,474
NVE20610,62,41,44,60
NVE20626,125,124,170,121
NVE20634,45,29,49,51
NVE20663,5,8,19,11
NVE20674,436,443,562,528
NVE20584,255,241,292,270
NVE20585,520,549,559,583
NVE20586,50,41,53,26
NVE20587,66,65,61,58
NVE20588,28,16,29,28
NVE20589,3,6,0,2
NVE20590,685,656,904,726
NVE20591,663,576,560,514
NVE20592,37,34,26,18
NVE20593,49,25,67,47
NVE20594,14,8,27,17
NVE20595,47,30,47,33
NVE20596,174,167,131,120
NVE20597,1287,1177,1596,1410
NVE20599,453,517,527,478
NVE20600,8,11,3,1
NVE20601,3,2,5,4
NVE20602,787,700,910,777
NVE20603,286,279,431,283
NVE20604,13170,12842,15210,12175
NVE20605,2038,1988,1852,1426
NVE20606,2,0,5,1
NVE20607,662,662,642,529
NVE20608,2,14,397,320
NVE20609,1153,1174,1453,1302
NVE20611,82,58,89,84
NVE20612,1014,1034,678,751
NVE20613,439,411,547,447
NVE20614,65,66,68,53
NVE20615,111,53,125,96
NVE20616,116,85,98,84
NVE20617,22,5,8,10
NVE20618,95,65,86,89
NVE20619,14,6,22,22
NVE20620,68,63,96,81
NVE20621,192,184,215,165
NVE20622,25,41,21,19
NVE20623,26,19,28,19
NVE20624,114,96,118,124
NVE20625,10,15,18,17
NVE20627,3,2,1,2
NVE20628,690,525,1158,866
NVE20629,3,3,29,26
NVE20630,38,177,1582,1370
NVE20631,1,1,3,2
NVE20632,363,305,311,262
NVE20633,199,178,218,222
NVE20635,210,187,426,351
NVE20636,464,439,425,320
NVE20637,93,77,85,56
NVE20638,273,272,302,232
NVE20639,381,324,386,328
NVE20640,155,153,182,150
NVE20641,87,81,115,131
NVE20642,569,551,640,603
NVE20643,1,3,2,2
NVE20644,129,125,148,138
NVE20645,38,35,46,29
NVE20646,79,71,90,97
NVE20647,11,10,9,10
NVE20648,227,229,266,233
NVE20649,115,94,205,144
NVE20650,11,19,25,21
NVE20651,22,11,44,23
NVE20652,141,109,203,156
NVE20653,139,128,259,209
NVE20654,43,27,71,50
NVE20655,560,446,568,507
NVE20656,127,97,125,138
NVE20657,17,9,15,6
NVE20658,130,131,150,133
NVE20659,196,182,241,201
NVE20660,240,238,240,248
NVE20661,70,89,84,66
NVE20662,248,215,290,278
NVE20664,514,426,440,381
NVE20665,1348,1467,1078,961
NVE20666,580,530,496,485
NVE20667,20,18,38,36
NVE20668,45,48,59,59
NVE20669,45,42,70,59
NVE20670,181,187,194,151
NVE20671,42,34,34,33
NVE20672,105,57,85,56
NVE20673,84,89,75,59
NVE20675,3,6,3,12
NVE20676,0,3,0,4
NVE20677,338,322,535,447
NVE20678,175,181,247,239
NVE20679,18,16,14,16
NVE20680,593,527,693,581
NVE20681,836,774,1119,870
NVE20682,2919,2590,3439,3003
NVE20683,0,1,2,1
NVE20684,119,72,230,190
NVE20686,86,75,115,81
NVE20687,0,2,1,0
NVE20814,14,6,14,10
NVE20748,890,890,766,777
NVE20761,507,427,601,543
NVE20780,182,167,187,154
NVE20788,25,13,23,26
NVE20798,287,323,89,67
NVE20805,300,267,249,208
NVE20737,8,6,8,5
NVE20738,1,1,1,0
NVE20739,79,73,107,85
NVE20740,130,129,96,99
NVE20741,60,60,108,109
NVE20743,117,125,185,144
NVE20744,782,737,839,752
NVE20745,22,6,19,15
NVE20746,96,86,104,81
NVE20747,329,279,342,315
NVE20749,5,3,12,11
NVE20750,1,3,2,1
NVE20751,11,7,24,16
NVE20752,5087,5134,7600,6357
NVE20753,43,38,52,63
NVE20754,271,218,272,239
NVE20755,240,160,211,191
NVE20756,119,155,108,113
NVE20757,212,148,169,148
NVE20758,31,22,28,42
NVE20759,99,77,89,55
NVE20760,3,2,1,3
NVE20762,52,51,76,64
NVE20763,110,101,168,141
NVE20764,370,316,288,304
NVE20765,180,181,297,253
NVE20766,290,323,388,315
NVE20767,477,513,446,379
NVE20768,586,558,525,424
NVE20769,618,683,876,850
NVE20770,87,82,94,87
NVE20771,90,80,57,61
NVE20772,90,88,112,91
NVE20773,4,2,2,0
NVE20774,12,14,11,10
NVE20775,98,90,88,76
NVE20776,201,228,157,183
NVE20777,173,176,152,131
NVE20778,325,378,271,259
NVE20779,87,83,121,90
NVE20781,70,69,52,41
NVE20782,2,4,1,4
NVE20783,3,2,0,1
NVE20784,1,1,1,1
NVE20785,27,35,46,50
NVE20786,3,5,17,16
NVE20787,1,2,2,3
NVE20789,4,5,9,15
NVE20790,48,54,67,37
NVE20791,269,212,215,155
NVE20792,105,75,94,87
NVE20793,80,83,117,102
NVE20794,10,7,23,13
NVE20795,16,23,19,14
NVE20796,33,25,35,39
NVE20797,70,57,82,74
NVE20799,154,126,418,312
NVE20800,109,154,79,97
NVE20801,25,13,17,11
NVE20802,4,2,18,13
NVE20803,21,16,4,5
NVE20804,196,228,86,118
NVE20806,273,257,488,394
NVE20807,297,284,425,403
NVE20808,1428,1380,1891,1598
NVE20809,150,153,123,126
NVE20810,62,68,40,31
NVE20811,424,378,572,481
NVE20812,23,18,49,38
NVE20813,26468,24085,20481,16217
NVE20815,42,46,50,32
NVE20816,267,237,309,255
NVE21167,1264,1056,1335,1083
NVE21107,453,318,647,493
NVE21116,2646,2488,2466,2205
NVE21120,464,434,361,303
NVE21141,530,461,628,521
NVE21152,8,4,10,7
NVE21098,431,426,451,337
NVE21099,1,0,0,0
NVE21100,40,34,51,44
NVE21101,43,45,82,73
NVE21102,184,142,181,206
NVE21103,1,8,8,7
NVE21104,61,58,327,270
NVE21105,665,484,847,783
NVE21108,24,15,41,28
NVE21109,143,128,173,138
NVE21110,16,15,19,18
NVE21111,273,270,354,294
NVE21112,312,277,335,274
NVE21114,643,680,657,596
NVE21115,2,0,8,4
NVE21117,84,48,110,115
NVE21118,461,472,532,428
NVE21119,1615,1685,2095,1643
NVE21121,182,186,139,118
NVE21123,5,3,2,3
NVE21124,624,589,895,638
NVE21125,398,289,412,315
NVE21126,4,11,17,8
NVE21127,6,9,20,14
NVE21128,189,218,174,150
NVE21129,63,58,36,34
NVE21130,28,20,40,44
NVE21131,696,686,821,711
NVE21132,2122,1871,1501,1317
NVE21133,1241,1276,683,678
NVE21134,20,15,11,8
NVE21135,92,78,134,135
NVE21136,4,5,15,16
NVE21137,82,113,142,90
NVE21138,17,20,11,16
NVE21139,20,21,55,47
NVE21140,55,56,61,56
NVE21142,85,70,71,70
NVE21143,34,35,34,27
NVE21144,9,10,14,5
NVE21145,355,281,313,286
NVE21146,36,42,26,31
NVE21147,32,24,45,20
NVE21148,35,34,30,35
NVE21149,400,424,303,336
NVE21150,3180,2190,3653,3478
NVE21151,1416,959,1164,1012
NVE21153,4,5,3,5
NVE21154,7,7,12,8
NVE21155,8,9,5,6
NVE21157,22,19,25,15
NVE21158,8,6,20,10
NVE21159,154,125,199,138
NVE21160,16,20,19,14
NVE21161,1,3,5,1
NVE21162,8,7,11,6
NVE21163,3,7,4,3
NVE21164,6,7,8,14
NVE21165,39,47,161,146
NVE21166,86,70,107,86
NVE21314,187,150,170,147
NVE21228,51,55,100,98
NVE21286,1197,1118,937,936
NVE21295,679,703,320,332
NVE21218,34,46,25,25
NVE21219,0,0,1,0
NVE21220,89,113,164,126
NVE21221,425,413,423,360
NVE21222,1576,1442,1793,1556
NVE21223,7,12,24,24
NVE21224,43,36,101,112
NVE21225,36,37,42,29
NVE21226,24,13,15,10
NVE21227,102,114,232,167
NVE21229,34,43,55,47
NVE21230,103,64,105,74
NVE21231,12,8,7,15
NVE21232,580,546,495,448
NVE21233,83,82,78,66
NVE21234,556,532,313,381
NVE21235,460,461,566,456
NVE21236,50,48,69,46
NVE21237,27,8,27,20
NVE21238,298,304,175,140
NVE21239,168,116,46,40
NVE21240,258,282,187,205
NVE21241,33,43,29,28
NVE21242,490,320,588,461
NVE21243,66,57,62,70
NVE21244,78,59,68,61
NVE21245,1,1,1,1
NVE21246,64,68,94,110
NVE21247,53,42,50,21
NVE21248,9,2,18,15
NVE21249,22,21,33,22
NVE21250,95,92,688,471
NVE21251,64,37,46,37
NVE21252,73,76,74,84
NVE21253,1700,1187,1658,1414
NVE21254,8,4,4,2
NVE21255,72,65,66,55
NVE21256,277,274,342,295
NVE21257,3232,2923,3184,2733
NVE21258,329,299,361,290
NVE21259,101,108,156,102
NVE21260,506,423,488,411
NVE21261,79,61,81,69
NVE21262,97,60,97,95
NVE21263,138,128,193,157
NVE21264,1028,993,605,618
NVE21265,81,69,282,314
NVE21266,220,198,246,221
NVE21267,301,263,348,323
NVE21268,44,26,23,24
NVE21269,1793,1720,1922,1586
NVE21270,121,144,90,81
NVE21271,310,292,233,200
NVE21272,114,89,123,106
NVE21273,1306,1374,946,944
NVE21274,257,181,197,131
NVE21275,453,403,564,427
NVE21276,63,60,133,100
NVE21277,66,49,130,88
NVE21278,28,26,69,58
NVE21279,61,49,71,77
NVE21156,54,48,99,77
NVE21280,6,6,19,12
NVE21281,2,1,1,0
NVE21282,3,2,3,2
NVE21283,162,175,160,124
NVE21284,1034,989,1241,993
NVE21285,327,280,271,267
NVE21287,71,76,65,51
NVE21288,134,122,27,24
NVE21289,5661,3964,7420,6078
NVE21290,1532,1307,1578,1390
NVE21291,11,13,27,22
NVE21292,44,25,53,43
NVE21293,185,201,254,290
NVE21294,42,44,47,30
NVE21296,866,869,383,401
NVE21297,37,30,32,22
NVE21298,66,47,72,52
NVE21299,128,114,137,144
NVE21300,30,36,43,21
NVE21301,291,235,292,230
NVE21302,32,18,30,28
NVE21303,112,104,97,89
NVE21304,76,65,58,71
NVE21305,274,272,250,241
NVE21306,360,356,279,234
NVE21307,476,459,624,569
NVE21308,120,104,124,116
NVE21309,70,49,64,55
NVE21310,39,26,41,41
NVE21311,85,76,76,86
NVE21312,9,9,9,13
NVE21313,50,42,65,62
NVE21315,79,92,109,89
NVE21316,390,342,385,315
NVE21393,41,51,74,81
NVE21419,18,16,20,24
NVE21432,1004,1032,1418,1247
NVE21445,384,379,182,146
NVE21454,45,45,47,68
NVE21376,55,88,102,86
NVE21377,341,266,387,355
NVE21378,2,1,0,0
NVE21379,49,49,90,64
NVE21380,2,2,2,1
NVE21381,196,202,256,172
NVE21382,224,183,222,178
NVE21383,4,3,4,3
NVE21384,2,0,7,4
NVE21385,140,142,262,212
NVE21386,20,17,21,41
NVE21387,43,42,72,61
NVE21388,33,26,28,42
NVE21389,54,40,65,55
NVE21390,703,691,1105,879
NVE21391,490,456,558,463
NVE21392,56,52,77,72
NVE21394,231,183,279,229
NVE21395,939,793,266,252
NVE21396,899,996,422,388
NVE21397,252,196,324,282
NVE21398,75,56,104,90
NVE21399,93,74,133,92
NVE21400,271,278,292,239
NVE21401,36,50,45,71
NVE21402,35,22,44,32
NVE21403,108,71,114,85
NVE21404,127,130,196,154
NVE21405,36,37,25,34
NVE21406,30,26,33,21
NVE21407,21,22,44,26
NVE21408,18,17,28,14
NVE21409,717,728,614,525
NVE21410,160,187,228,221
NVE21411,205,168,271,240
NVE21412,13,14,11,11
NVE21413,305,258,431,319
NVE21414,279,253,452,449
NVE21415,60,31,100,79
NVE21416,44,40,50,36
NVE21417,4,0,5,2
NVE21418,190,186,268,204
NVE21420,5,6,6,4
NVE21421,32,42,45,34
NVE21422,13,11,2,1
NVE21423,11,11,10,9
NVE21424,6,3,0,2
NVE21425,53,49,43,35
NVE21426,108,43,221,180
NVE21427,52,62,103,90
NVE21428,288,255,358,299
NVE21429,16,10,11,10
NVE21430,163,140,147,116
NVE21431,262,199,222,207
NVE21433,44,49,51,39
NVE21434,263,215,49,37
NVE21435,52,50,73,52
NVE21436,21,27,23,23
NVE21437,106,128,99,102
NVE21438,53,46,54,43
NVE21439,17,24,22,18
NVE21440,1,1,1,2
NVE21441,84,68,21,34
NVE21442,27,27,9,6
NVE21443,320,331,173,195
NVE21444,106,108,114,109
NVE21446,23,52,279,230
NVE21447,144,135,258,273
NVE21448,64,50,74,46
NVE21449,17,16,17,20
NVE21450,1205,1042,1313,1220
NVE21451,176,214,311,259
NVE21452,145,133,145,133
NVE21453,18,12,20,8
NVE21455,102,96,150,132
NVE21456,14,11,12,10
NVE21457,6,11,30,27
NVE21458,181,159,210,153
NVE21459,168,142,191,167
NVE21460,173,189,202,188
NVE21461,9,6,14,5
NVE21462,11,7,6,8
NVE21507,3896,3190,4170,3662
NVE21525,3976,3711,3245,3080
NVE21536,452,421,383,354
NVE21547,5,4,20,8
NVE21561,570,554,541,399
NVE21495,141,117,129,120
NVE21496,1117,968,1093,879
NVE21497,38,28,61,46
NVE21498,415,390,414,399
NVE21499,360,397,425,356
NVE21500,16,11,11,9
NVE21501,85,72,120,107
NVE21502,14,9,18,13
NVE21503,466,416,536,415
NVE21504,6,7,6,6
NVE21505,5,6,11,12
NVE21506,250,228,305,279
NVE21508,272,211,211,231
NVE21509,21,13,20,19
NVE21510,2,2,5,1
NVE21511,344,290,357,326
NVE21512,76,81,123,79
NVE21513,142,103,330,234
NVE21514,693,699,1049,975
NVE21515,158,130,209,179
NVE21516,59,55,69,57
NVE21517,233,217,296,308
NVE21518,13,9,42,38
NVE21519,22,21,131,97
NVE21520,62,56,79,69
NVE21521,184,173,279,233
NVE21522,15,7,34,37
NVE21523,361,290,337,291
NVE21524,12,11,7,11
NVE21526,909,771,646,668
NVE21527,1627,1320,760,614
NVE21529,96,96,74,81
NVE21530,163,139,121,108
NVE21531,2476,2327,2161,1624
NVE21532,30,20,25,20
NVE21533,42,45,37,45
NVE21534,312,295,343,314
NVE21535,43,28,42,27
NVE21537,0,0,0,0
NVE21538,44,40,51,44
NVE21539,34,19,39,25
NVE21540,213,237,259,207
NVE21541,755,763,957,863
NVE21542,64,57,59,64
NVE21543,558,497,407,352
NVE21544,103,109,122,121
NVE21545,167,176,218,168
NVE21546,20,28,68,43
NVE21548,70,57,107,117
NVE21549,476,341,573,453
NVE21550,177,157,128,122
NVE21551,15,18,42,30
NVE21552,59,51,56,37
NVE21553,180,162,248,164
NVE21554,0,2,2,0
NVE21555,42,36,37,35
NVE21556,160,158,189,136
NVE21557,383,357,384,358
NVE21558,75,44,140,100
NVE21559,281,268,135,141
NVE21560,122,110,112,108
NVE21562,261,253,247,231
NVE21563,66,80,101,78
NVE21564,48,33,50,27
NVE21565,13,14,8,9
NVE21566,108,77,90,73
NVE21567,4,1,0,1
NVE21568,4,11,4,3
NVE21569,123,130,174,151
NVE21598,114,121,83,74
NVE21609,11,16,29,19
NVE21596,204,176,218,193
NVE21597,2,8,7,3
NVE21599,248,243,156,141
NVE21600,498,414,501,463
NVE21601,98,119,108,102
NVE21602,60,53,66,33
NVE21603,69,69,66,71
NVE21604,89,60,109,86
NVE21605,36,18,102,71
NVE21606,11,9,9,6
NVE21607,28,15,23,24
NVE21608,620,518,479,380
NVE21610,87,89,193,152
NVE21611,9,11,86,51
NVE21612,18,20,178,117
NVE21613,185,211,210,184
NVE21614,151,112,131,128
NVE21615,3,3,32,18
NVE21616,125,124,194,165
NVE21617,37,34,44,41
NVE21618,767,728,448,392
NVE21619,20,13,14,12
NVE21620,1004,858,1039,886
NVE21621,83,102,129,94
NVE21622,4,10,2,5
NVE21623,62,81,62,71
NVE21624,118,78,167,167
NVE21625,3,11,5,8
NVE21626,2,3,8,10
NVE21627,113,85,117,80
NVE21628,134,127,102,106
NVE21629,39,43,28,20
NVE21630,2,0,14,17
NVE21631,3,1,6,1
NVE21632,64,71,90,88
NVE21633,56,51,83,52
NVE21634,356,326,418,372
NVE21635,20,18,51,40
NVE21636,14,13,21,30
NVE21637,15,12,14,10
NVE21638,81,92,189,160
NVE21639,11,11,33,17
NVE21640,1,8,40,63
NVE21641,309,243,306,286
NVE21642,8,1,9,3
NVE21643,13,3,7,7
NVE21644,5,3,11,10
NVE21645,460,427,466,401
NVE21646,133,118,103,91
NVE21647,18,37,21,23
NVE21649,0,2,0,0
NVE21650,1,0,0,0
NVE21651,4,2,2,3
NVE21652,96,95,161,115
NVE21653,7,2,5,6
NVE21654,229,238,192,180
NVE21655,22,16,13,7
NVE21656,3,3,5,5
NVE21657,5,2,3,2
NVE21658,9,7,4,3
NVE21659,2,3,2,4
NVE21660,8,10,9,6
NVE21729,57,48,89,76
NVE21742,210,174,191,209
NVE21772,20,28,14,13
NVE21782,214,207,243,196
NVE21794,336,297,216,255
NVE21716,113,100,152,143
NVE21717,561,566,423,411
NVE21718,256,260,170,154
NVE21719,48,36,71,32
NVE21720,669,652,782,632
NVE21721,210,186,263,205
NVE21722,2,5,2,1
NVE21723,505,464,336,296
NVE21724,60,36,10,11
NVE21725,157,156,129,119
NVE21726,87,79,102,76
NVE21727,94,79,93,87
NVE21728,190,191,167,146
NVE21730,1074,987,1077,972
NVE21731,5,12,17,6
NVE21732,14,15,17,10
NVE21733,89,74,106,109
NVE21734,43,40,55,54
NVE21735,4,10,29,22
NVE21736,9,8,11,7
NVE21737,212,223,195,149
NVE21738,64,63,71,60
NVE21739,70,46,56,51
NVE21740,209,157,147,130
NVE21741,376,391,685,558
NVE21743,258,262,308,237
NVE21744,150,120,147,95
NVE21745,120,129,196,141
NVE21746,221,198,254,203
NVE21747,29,14,35,18
NVE21748,1430,1321,1409,1231
NVE21749,1,0,3,3
NVE21750,7,4,24,14
NVE21751,9,0,7,7
NVE21752,14,11,37,34
NVE21754,45,54,248,189
NVE21755,48,37,64,61
NVE21756,143,154,133,90
NVE21757,853,730,673,543
NVE21758,60,65,656,471
NVE21759,0,0,0,0
NVE21760,2,1,2,3
NVE21761,72,83,53,46
NVE21762,596,502,493,414
NVE21763,534,530,475,401
NVE21764,128,122,157,128
NVE21765,623,547,564,426
NVE21766,362,405,383,338
NVE21767,1390,1445,258,266
NVE21768,68,59,59,66
NVE21769,62,66,49,57
NVE21770,11,9,24,12
NVE21771,46,45,49,32
NVE21773,24,35,20,19
NVE21774,279,177,206,192
NVE21775,2527,2445,2902,2668
NVE21776,4,1,17,15
NVE21777,61,61,57,56
NVE21778,593,573,736,585
NVE21779,32,30,39,30
NVE21780,7,6,16,14
NVE21781,16,7,18,11
NVE21783,26,19,28,18
NVE21784,0,2,1,4
NVE21785,74,68,74,86
NVE21786,1234,1107,1643,1354
NVE21787,235,212,235,184
NVE21788,24,17,26,11
NVE21789,1098,1006,1236,1035
NVE21790,1,0,2,1
NVE21791,107,90,99,81
NVE21792,2,3,9,1
NVE21793,10,4,9,5
NVE21795,106,114,108,84
NVE21796,155,98,101,104
NVE21797,100,71,170,155
NVE21798,4,5,8,5
NVE21799,78,75,92,90
NVE21800,17,17,54,29
NVE21801,75,103,226,129
NVE21872,137,96,191,160
NVE21878,298,217,253,252
NVE21887,68,42,128,105
NVE21893,4479,4259,5305,4098
NVE21908,145,167,115,106
NVE21917,375,360,416,393
NVE21842,132,114,159,127
NVE21843,713,631,555,475
NVE21844,378,289,300,271
NVE21845,8,6,2,7
NVE21846,1,2,6,7
NVE21847,189,153,217,163
NVE21848,37,24,38,31
NVE21849,41,44,48,35
NVE21850,3,1,3,3
NVE21851,482,460,411,395
NVE21852,5,5,7,9
NVE21853,264,245,372,306
NVE21854,0,2,2,1
NVE21855,6,12,21,15
NVE21856,0,1,4,4
NVE21857,3,5,11,4
NVE21858,19,14,21,14
NVE21859,38,48,42,49
NVE21860,5,1,6,7
NVE21861,715,636,991,763
NVE21862,147,121,159,146
NVE21863,51,59,53,69
NVE21864,2590,2484,3724,3290
NVE21865,320,313,354,259
NVE21866,53,56,60,52
NVE21867,63,65,66,62
NVE21868,11,13,13,8
NVE21869,93,68,92,77
NVE21870,62,45,46,26
NVE21871,3,3,3,6
NVE21873,6,5,59,42
NVE21874,619,543,630,586
NVE21875,5,8,10,6
NVE21876,17,20,15,20
NVE21877,234,205,264,202
NVE21879,30,31,32,37
NVE21880,5,11,194,118
NVE21881,472,465,391,313
NVE21882,113,97,115,104
NVE21883,25,30,51,42
NVE21884,58,53,68,50
NVE21885,0,0,0,0
NVE21886,865,912,862,838
NVE21888,729,825,709,615
NVE21889,1534,1503,1463,1213
NVE21890,311,303,771,654
NVE21891,13,22,42,49
NVE21892,1959,1802,2190,1746
NVE21894,27,25,46,25
NVE21895,23,16,16,24
NVE21896,15,14,15,20
NVE21897,28,26,17,15
NVE21898,114,105,131,143
NVE21899,144,152,140,120
NVE21900,23,18,51,24
NVE21901,22,28,31,26
NVE21902,276,303,347,269
NVE21903,329,337,432,376
NVE21904,461,391,360,320
NVE21905,392,356,386,297
NVE21906,3,2,7,0
